"","eppocode","pests_eppocode","idclass","labelclass","fullname"
"348","CCSSI","STERPU",9,"Host","Chondrostereum purpureum"
"349","CCSSI","ERYTVU",9,"Host","Erasmoneura vulnerata"
"350","CCSSI","EUWAWH",9,"Host","Euwallacea fornicatus sensu stricto"
"351","CCSSI","HALYHA",9,"Host","Halyomorpha halys"
"352","CCSSI","ICERSE",9,"Host","Icerya seychellarum"
"353","CCSSI","POCZSH",9,"Host","Pochazia shantungensis"
"354","CCSSI","XYLEFA",9,"Host","Xylella fastidiosa"
"355","CCSSI","XYLEFM",9,"Host","Xylella fastidiosa subsp. multiplex"
"356","CCSSI","XYLSCO",9,"Host","Xylosandrus compactus"
"357","CCSSI","XYLBGE",9,"Host","Xylosandrus germanus (as Cercis)"
"358","CHEAG","AVBO00",10,"Experimental","Cheravirus arracaciae oca strain (as Chenopodioideae)"
"359","CHEAG","TSVP00",10,"Experimental","Tobacco streak ilarvirus potato strain (as Chenopodioideae)"
"360","CHEAG","BLCV00",6,"Wild/Weed","Beet leaf curl virus (as Chenopodium)"
"361","CHEAG","HELIZE",6,"Wild/Weed","Helicoverpa zea (as Chenopodium)"
"362","CHEAG","LIXUJU",6,"Wild/Weed","Lixus juncii (as Chenopodium)"
"363","CHEAG","SPIRCI",6,"Wild/Weed","Spiroplasma citri (as Chenopodioideae)"
"364","CHEAG","TOTV00",6,"Wild/Weed","Torradovirus lycopersici (as Chenopodium)"
"365","CHEAR",NA,9,"Host",NA
"366","CHECA","AVBO00",10,"Experimental","Cheravirus arracaciae oca strain (as Chenopodioideae)"
"367","CHECA","LIYV00",10,"Experimental","Lettuce infectious yellows virus"
"368","CHECA","PBRSV0",10,"Experimental","Nepovirus solani"
"369","CHECA","TSVP00",10,"Experimental","Tobacco streak ilarvirus potato strain (as Chenopodioideae)"
"370","CHECA","TICV00",10,"Experimental","Tomato infectious chlorosis virus"
"371","CHECA","TSWV00",9,"Host","Tomato spotted wilt virus"
"372","CHECA","BNYVV0",6,"Wild/Weed","Beet necrotic yellow vein virus"
"373","CHECA","SPIRCI",6,"Wild/Weed","Spiroplasma citri (as Chenopodioideae)"
"374","CHEFI","AVBO00",10,"Experimental","Cheravirus arracaciae oca strain (as Chenopodioideae)"
"375","CHEFI","TSVP00",10,"Experimental","Tobacco streak ilarvirus potato strain (as Chenopodioideae)"
"376","CHEFI","TSWV00",9,"Host","Tomato spotted wilt virus"
"377","CHEFI","BLCV00",6,"Wild/Weed","Beet leaf curl virus (as Chenopodium)"
"378","CHEFI","HELIZE",6,"Wild/Weed","Helicoverpa zea (as Chenopodium)"
"379","CHEFI","LIXUJU",6,"Wild/Weed","Lixus juncii (as Chenopodium)"
"380","CHEFI","SPIRCI",6,"Wild/Weed","Spiroplasma citri (as Chenopodioideae)"
"381","CHEFI","TOTV00",6,"Wild/Weed","Torradovirus lycopersici (as Chenopodium)"
"382","CHEFO","AVBO00",10,"Experimental","Cheravirus arracaciae oca strain (as Chenopodioideae)"
"383","CHEFO","PVT000",10,"Experimental","Potato virus T"
"384","CHEFO","TSVP00",10,"Experimental","Tobacco streak ilarvirus potato strain (as Chenopodioideae)"
"385","CHEFO","TSWV00",9,"Host","Tomato spotted wilt virus"
"386","CHEFO","SPIRCI",6,"Wild/Weed","Spiroplasma citri (as Chenopodioideae)"
"387","CHEGI","BSMV00",10,"Experimental","Barley stripe mosaic virus"
"388","CHEGI","AVBO00",10,"Experimental","Cheravirus arracaciae oca strain"
"389","CHEGI","AVBO00",10,"Experimental","Cheravirus arracaciae oca strain (as Chenopodioideae)"
"390","CHEGI","CRLV00",10,"Experimental","Cheravirus avii"
"391","CHEGI","CPMMV0",10,"Experimental","Cowpea mild mottle virus"
"392","CHEGI","ARMV00",10,"Experimental","Nepovirus arabis"
"393","CHEGI","TORSV0",10,"Experimental","Nepovirus lycopersici"
"394","CHEGI","TBRV00",10,"Experimental","Nepovirus nigranuli"
"395","CHEGI","PRMV00",10,"Experimental","Nepovirus persicae"
"396","CHEGI","RPRSV0",10,"Experimental","Nepovirus rubi"
"397","CHEGI","PBRSV0",10,"Experimental","Nepovirus solani"
"398","CHEGI","PCMV00",10,"Experimental","Peach mosaic virus"
"399","CHEGI","POTLV0",10,"Experimental","Potato latent virus"
"400","CHEGI","POTRSV",10,"Experimental","Potato rugose stunting virus"
"401","CHEGI","PVT000",10,"Experimental","Potato virus T"
"402","CHEGI","SLRSV0",10,"Experimental","Stralarivirus fragariae"
"403","CHEGI","TSVP00",10,"Experimental","Tobacco streak ilarvirus potato strain (as Chenopodioideae)"
"404","CHEGI","TOBRFV",10,"Experimental","Tomato brown rugose fruit virus"
"405","CHEGI","TOMMV0",10,"Experimental","Tomato mottle mosaic virus"
"406","CHEGI","APLV00",10,"Experimental","Tymovirus latandigenum"
"407","CHEGI","APMMV0",10,"Experimental","Tymovirus mosandigenum"
"408","CHEGI","TRSV00",9,"Host","Nepovirus nicotianae"
"409","CHEGI","POCZSH",9,"Host","Pochazia shantungensis"
"410","CHEGI","TSWV00",9,"Host","Tomato spotted wilt virus"
"411","CHEGI","BLCV00",6,"Wild/Weed","Beet leaf curl virus (as Chenopodium)"
"412","CHEGI","HELIZE",6,"Wild/Weed","Helicoverpa zea (as Chenopodium)"
"413","CHEGI","LIXUJU",6,"Wild/Weed","Lixus juncii (as Chenopodium)"
"414","CHEGI","SPIRCI",6,"Wild/Weed","Spiroplasma citri (as Chenopodioideae)"
"415","CHEGI","TOLCND",6,"Wild/Weed","Tomato leaf curl New Delhi virus"
"416","CHEGI","TOTV00",6,"Wild/Weed","Torradovirus lycopersici (as Chenopodium)"
"417","CHEMI","AVBO00",10,"Experimental","Cheravirus arracaciae oca strain (as Chenopodioideae)"
"418","CHEMI","TSVP00",10,"Experimental","Tobacco streak ilarvirus potato strain (as Chenopodioideae)"
"419","CHEMI","BLCV00",6,"Wild/Weed","Beet leaf curl virus (as Chenopodium)"
"420","CHEMI","HELIZE",6,"Wild/Weed","Helicoverpa zea (as Chenopodium)"
"421","CHEMI","LIXUJU",6,"Wild/Weed","Lixus juncii (as Chenopodium)"
"422","CHEMI","SPIRCI",6,"Wild/Weed","Spiroplasma citri (as Chenopodioideae)"
"423","CHEMI","TOTV00",6,"Wild/Weed","Torradovirus lycopersici (as Chenopodium)"
"424","CHYMA","CSVD00",10,"Experimental","Chrysanthemum stunt viroid"
"425","CHYMA","DIABUH",9,"Host","Diabrotica undecimpunctata howardi"
"426","CHYMA","TSWV00",9,"Host","Tomato spotted wilt virus"
"427","CHYMH","DIABUN",9,"Host","Diabrotica undecimpunctata undecimpunctata"
"428","CHYMH","LIRITR",9,"Host","Liriomyza trifolii"
"429","CHYMH","AMAZMA",9,"Host","Nemorimyza maculosa"
"430","CHYMH","TSWV00",9,"Host","Tomato spotted wilt virus"
"431","CHYVU","CSVD00",10,"Experimental","Chrysanthemum stunt viroid"
"432","CHYVU","LIRITR",9,"Host","Liriomyza trifolii"
"433","CHYVU","AMAZMA",9,"Host","Nemorimyza maculosa"
"434","CHYVU","TRSV00",9,"Host","Nepovirus nicotianae"
"435","CHYVU","HYAEOB",6,"Wild/Weed","Hyalesthes obsoletus"
"436","CIPCA","LYMAMA",10,"Experimental","Lymantria mathura"
"437","CIPCA","ANOLGL",9,"Host","Anoplophora glabripennis (as Carpinus)"
"438","CIPCA","CHRBFE",9,"Host","Chrysobothris femorata"
"439","CIPCA","LOPLJA",9,"Host","Lopholeucaspis japonica"
"440","CIPCA","LYCMDE",9,"Host","Lycorma delicatula"
"441","CIPCA","HEMELE",9,"Host","Orgyia leucostigma"
"442","CIPCA","HEMELE",9,"Host","Orgyia leucostigma (as Carpinus)"
"443","CIPCA","PHMPOM",9,"Host","Phymatotrichopsis omnivora"
"444","CIPCA","PSDPMI",9,"Host","Pseudopityophthorus minutissimus"
"445","CIPCA","HESOCA",9,"Host","Trichoferus campestris (as Carpinus)"
"446","CIPCA","ANOLCN",1,"Major host","Anoplophora chinensis (as Carpinus)"
"447","CIPCO","ANIDMA",9,"Host","Anisandrus maiche"
"448","CIPCO","ANOLGL",9,"Host","Anoplophora glabripennis (as Carpinus)"
"449","CIPCO","XYLSMU",9,"Host","Cnestus mutilatus"
"450","CIPCO","LYMAMA",9,"Host","Lymantria mathura"
"451","CIPCO","HEMELE",9,"Host","Orgyia leucostigma (as Carpinus)"
"452","CIPCO","HESOCA",9,"Host","Trichoferus campestris (as Carpinus)"
"453","CIPCO","ANOLCN",1,"Major host","Anoplophora chinensis (as Carpinus)"
"454","CJBBA",NA,9,"Host",NA
"455","CJCWE","PHYPAF",10,"Experimental","'Candidatus Phytoplasma aurantifolia'"
"456","CJCWE","SDV000",10,"Experimental","Sadwavirus citri"
"457","CJCWE","AONDCI",9,"Host","Aonidiella citrina (as Citroncirus)"
"458","CJCWE","ASGV00",9,"Host","Apple stem grooving virus"
"459","CJCWE","CMBV00",9,"Host","Badnavirus tessellocitri (as Citroncirus)"
"460","CJCWE","TORTPR",9,"Host","Cacoecimorpha pronubana"
"461","CJCWE","LIBEAF",9,"Host","'Candidatus Liberibacter africanus' (as Citroncirus)"
"462","CJCWE","LIBEAS",9,"Host","'Candidatus Liberibacter asiaticus'"
"463","CJCWE","LIBEAS",9,"Host","'Candidatus Liberibacter asiaticus' (as Citroncirus)"
"464","CJCWE","CIRCTE",9,"Host","Circulifer tenellus (as Citroncirus)"
"465","CJCWE","CSB000",9,"Host","Citrus blight agent"
"466","CJCWE","CSB000",9,"Host","Citrus blight agent (as Citroncirus)"
"467","CJCWE","CTV000",9,"Host","Citrus tristeza virus"
"468","CJCWE","CTV000",9,"Host","Citrus tristeza virus (as Citroncirus)"
"469","CJCWE","CVEV00",9,"Host","Citrus vein enation virus (as Citroncirus)"
"470","CJCWE","DIAACI",9,"Host","Diaphorina citri (as Citroncirus)"
"471","CJCWE","ELSIFA",9,"Host","Elsinoë fawcettii (as Citroncirus)"
"472","CJCWE","EUTEOR",9,"Host","Eutetranychus orientalis (as Citroncirus)"
"473","CJCWE","LOPLJA",9,"Host","Lopholeucaspis japonica (as Citroncirus)"
"474","CJCWE","NEOAHA",9,"Host","Neoaliturus haematoceps (as Citroncirus)"
"475","CJCWE","CPSV00",9,"Host","Ophiovirus citri (as Citroncirus)"
"476","CJCWE","SAISNI",9,"Host","Parasaissetia nigra (as Citroncirus)"
"477","CJCWE","GUIGCI",9,"Host","Phyllosticta citricarpa"
"478","CJCWE","DEUTTR",9,"Host","Plenodomus tracheiphilus (as Citroncirus)"
"479","CJCWE","RADOCI",9,"Host","Radopholus similis citrus race (as Citroncirus)"
"480","CJCWE","SCITAU",9,"Host","Scirtothrips aurantii (as Citroncirus)"
"481","CJCWE","SCITCI",9,"Host","Scirtothrips citri (as Citroncirus)"
"482","CJCWE","SCITDO",9,"Host","Scirtothrips dorsalis"
"483","CJCWE","SCITDO",9,"Host","Scirtothrips dorsalis (as Citroncirus)"
"484","CJCWE","SPIRCI",9,"Host","Spiroplasma citri"
"485","CJCWE","SPIRCI",9,"Host","Spiroplasma citri (as Citroncirus)"
"486","CJCWE","XANTCM",9,"Host","Xanthomonas euvesicatoria pv. citrumelonis"
"487","CJCWE","XYLEFA",9,"Host","Xylella fastidiosa (as Citroncirus)"
"488","CJCWE","CBCVD0",1,"Major host","Citrus bark cracking viroid"
"489","CJCWE","DIAACI",1,"Major host","Diaphorina citri"
"490","CJCWE","TRIZER",1,"Major host","Trioza erytreae (as Citroncirus)"
"491","CKYJA","ALECCA",9,"Host","Aleurocanthus camelliae"
"492","CKYJA","XYLBFO",9,"Host","Euwallacea fornicatus sensu lato"
"493","CKYJA","EUWAWH",9,"Host","Euwallacea fornicatus sensu stricto"
"494","CKYJA","FUSAEW",9,"Host","Neocosmospora euwallaceae"
"495","CLDAR","HELIZE",9,"Host","Helicoverpa zea (as Calendula)"
"496","CLDAR","HETRAR",9,"Host","Heteronychus arator (as Calendula)"
"497","CLDAR","PRODOR",9,"Host","Spodoptera ornithogalli (as Calendula)"
"498","CLDAR","TSWV00",9,"Host","Tomato spotted wilt virus"
"499","CLDAR","PEPMV0",6,"Wild/Weed","Pepino mosaic virus"
"500","CLDOF","TASVD0",10,"Experimental","Tomato apical stunt viroid"
"501","CLDOF","TCDVD0",10,"Experimental","Tomato chlorotic dwarf viroid"
"502","CLDOF","PHYPSO",9,"Host","'Candidatus Phytoplasma solani'"
"503","CLDOF","HELIZE",9,"Host","Helicoverpa zea (as Calendula)"
"504","CLDOF","HETRAR",9,"Host","Heteronychus arator (as Calendula)"
"505","CLDOF","LIRIHU",9,"Host","Liriomyza huidobrensis"
"506","CLDOF","LIRISA",9,"Host","Liriomyza sativae"
"507","CLDOF","AMAZMA",9,"Host","Nemorimyza maculosa"
"508","CLDOF","PHENSO",9,"Host","Phenacoccus solenopsis"
"509","CLDOF","PHMPOM",9,"Host","Phymatotrichopsis omnivora"
"510","CLDOF","LAPHFR",9,"Host","Spodoptera frugiperda"
"511","CLDOF","PRODOR",9,"Host","Spodoptera ornithogalli (as Calendula)"
"512","CLDOF","TSWV00",9,"Host","Tomato spotted wilt virus"
"513","CLDOF","SPFMV0",6,"Wild/Weed","Sweet potato feathery mottle virus"
"514","CLIMO","PYDV00",10,"Experimental","Alphanucleorhabdovirus tuberosum (as Lamioideae)"
"515","CLKJA",NA,9,"Host",NA
"516","CLKMA",NA,9,"Host",NA
"517","CLLAS","AVBO00",10,"Experimental","Cheravirus arracaciae oca strain (as Apiaceae)"
"518","CLLAS","LIRIHU",9,"Host","Liriomyza huidobrensis"
"519","CLLAS","TSWV00",9,"Host","Tomato spotted wilt virus"
"520","CLLAS","MARGVI",6,"Wild/Weed","Margarodes vitis (as Apiaceae)"
"521","CLLAS","MELGGC",6,"Wild/Weed","Meloidogyne graminicola"
"522","CLVBU","LUPMXA",9,"Host","Luperomorpha xanthodera (as Clematis)"
"523","CLVBU","MELGCH",9,"Host","Meloidogyne chitwoodi (as Clematis)"
"524","CLVBU","HEMELE",9,"Host","Orgyia leucostigma (as Clematis)"
"525","CLVOR","LUPMXA",9,"Host","Luperomorpha xanthodera (as Clematis)"
"526","CLVOR","MELGCH",9,"Host","Meloidogyne chitwoodi (as Clematis)"
"527","CLVOR","HEMELE",9,"Host","Orgyia leucostigma (as Clematis)"
"528","CMPLA","APMV00",6,"Wild/Weed","Apple mosaic virus (as Campanula)"
"529","CMPPY","TSWV00",9,"Host","Tomato spotted wilt virus"
"530","CMPPY","APMV00",6,"Wild/Weed","Apple mosaic virus (as Campanula)"
"531","CMPRA","TSWV00",9,"Host","Tomato spotted wilt virus"
"532","CMPRA","APMV00",6,"Wild/Weed","Apple mosaic virus (as Campanula)"
"533","CMPRO","APMV00",6,"Wild/Weed","Apple mosaic virus (as Campanula)"
"534","CMPRP","APMV00",6,"Wild/Weed","Apple mosaic virus (as Campanula)"
"535","COATE","TOXOCI",9,"Host","Aphis citricidus"
"536","COATE","TORTPR",9,"Host","Cacoecimorpha pronubana"
"537","COATE","OEMOHI",9,"Host","Oemona hirta"
"538","COATE","PHYTRA",9,"Host","Phytophthora ramorum"
"539","COATE","PHYTRA",9,"Host","Phytophthora ramorum (as Choisya)"
"540","COATE","PSEAPE",9,"Host","Pseudaulacaspis pentagona"
"541","COATE","PSECOB",9,"Host","Pseudococcus viburni"
"542","COATE","TRIZER",9,"Host","Trioza erytreae"
"543","CONAR","INSV00",11,"Doubtful host","Impatiens necrotic spot virus"
"544","CONAR","LIBEPS",10,"Experimental","'Candidatus Liberibacter solanacearum'"
"545","CONAR","BEMITA",9,"Host","Bemisia tabaci (as Convolvulaceae)"
"546","CONAR","DITYDI",9,"Host","Ditylenchus dipsaci"
"547","CONAR","PHMPOM",9,"Host","Phymatotrichopsis omnivora"
"548","CONAR","LAPHFR",9,"Host","Spodoptera frugiperda"
"549","CONAR","TSWV00",9,"Host","Tomato spotted wilt virus"
"550","CONAR","ALEDDI",6,"Wild/Weed","Aleurodicus dispersus"
"551","CONAR","PARZCO",6,"Wild/Weed","Bactericera cockerelli"
"552","CONAR","PHYPFR",6,"Wild/Weed","'Candidatus Phytoplasma fraxini'"
"553","CONAR","PHYPPR",6,"Wild/Weed","'Candidatus Phytoplasma prunorum'"
"554","CONAR","PHYPSO",6,"Wild/Weed","'Candidatus Phytoplasma solani'"
"555","CONAR","CVYV00",6,"Wild/Weed","Cucumber vein yellowing virus"
"556","CONAR","CCYV00",6,"Wild/Weed","Cucurbit chlorotic yellows virus"
"557","CONAR","HOMLTR",6,"Wild/Weed","Homalodisca vitripennis"
"558","CONAR","HYAEOB",6,"Wild/Weed","Hyalesthes obsoletus"
"559","CONAR","MARGVI",6,"Wild/Weed","Margarodes vitis (as Convolvulaceae)"
"560","CONAR","PEPMV0",6,"Wild/Weed","Pepino mosaic virus"
"561","CONAR","REPTPA",6,"Wild/Weed","Reptalus panzeri"
"562","CONAR","PRODLI",6,"Wild/Weed","Spodoptera litura"
"563","CONAR","PRODPR",6,"Wild/Weed","Spodoptera praefica (as Convolvulus)"
"564","CONAR","SPFMV0",6,"Wild/Weed","Sweet potato feathery mottle virus"
"565","CONAR","TETREV",6,"Wild/Weed","Tetranychus evansi"
"566","CONAR","TRV000",6,"Wild/Weed","Tobacco rattle virus"
"567","CONAR","TOBRFV",6,"Wild/Weed","Tomato brown rugose fruit virus"
"568","CONAR","TOCV00",6,"Wild/Weed","Tomato chlorosis virus"
"569","CONAR","TOLCND",6,"Wild/Weed","Tomato leaf curl New Delhi virus"
"570","CPSBA","AVBO00",10,"Experimental","Cheravirus arracaciae oca strain (as Solanaceae)"
"571","CPSBA","PSTVD0",10,"Experimental","Potato spindle tuber viroid"
"572","CPSBA","TSVP00",10,"Experimental","Tobacco streak ilarvirus potato strain (as Solanaceae)"
"573","CPSBA","TSWV00",10,"Experimental","Tomato spotted wilt virus"
"574","CPSBA","VASALY",9,"Host","Aculops lycopersici (as Solanaceae)"
"575","CPSBA","PYDV00",9,"Host","Alphanucleorhabdovirus tuberosum (as Capsicum)"
"576","CPSBA","ANTHEU",9,"Host","Anthonomus eugenii"
"577","CPSBA","ANTHEU",9,"Host","Anthonomus eugenii (as Capsicum)"
"578","CPSBA","DACULA",9,"Host","Bactrocera latifrons"
"579","CPSBA","BCTV00",9,"Host","Beet curly top virus"
"580","CPSBA","BEMITA",9,"Host","Bemisia tabaci (as Solanaceae)"
"581","CPSBA","CERTCA",9,"Host","Ceratitis capitata"
"582","CPSBA","EPILVI",9,"Host","Epilachna vigintioctomaculata (as Solanaceae)"
"583","CPSBA","ERWICH",9,"Host","Erwinia chrysanthemi (as Capsicum)"
"584","CPSBA","GRSV00",9,"Host","Groundnut ringspot virus"
"585","CPSBA","LIRIHU",9,"Host","Liriomyza huidobrensis"
"586","CPSBA","MELNCO",9,"Host","Melanotus communis (as Capsicum)"
"587","CPSBA","MELGCH",9,"Host","Meloidogyne chitwoodi (as Capsicum)"
"588","CPSBA","CERTCY",9,"Host","Neoceratitis cyanescens"
"589","CPSBA","PCFVD0",9,"Host","Pepper chat fruit viroid (as Solanaceae)"
"590","CPSBA","PHTOOP",9,"Host","Phthorimaea operculella (as Solanaceae)"
"591","CPSBA","PRDILO",9,"Host","Prodiplosis longifila"
"592","CPSBA","PRODOR",9,"Host","Spodoptera ornithogalli (as Capsicum)"
"593","CPSBA","ARGPLE",9,"Host","Thaumatotibia leucotreta (as Capsicum)"
"594","CPSBA","TOBRFV",9,"Host","Tomato brown rugose fruit virus (as Capsicum)"
"595","CPSBA","TCSV00",9,"Host","Tomato chlorotic spot virus (as Capsicum)"
"596","CPSBA","TYLCV0",9,"Host","Tomato yellow leaf curl virus (as Capsicum)"
"597","CPSBA","TZSV00",9,"Host","Tomato zonate spot virus (as Capsicum)"
"598","CPSBA","PYDV00",6,"Wild/Weed","Alphanucleorhabdovirus tuberosum (as Solanaceae)"
"599","CPSBA","PHOMAN",6,"Wild/Weed","Stagonosporopsis andigena (as Solanaceae)"
"600","CPSBA","TOMMV0",6,"Wild/Weed","Tomato mottle mosaic virus (as Capsicum)"
"601","CPSBP","AVBO00",10,"Experimental","Cheravirus arracaciae oca strain (as Solanaceae)"
"602","CPSBP","TSVP00",10,"Experimental","Tobacco streak ilarvirus potato strain (as Solanaceae)"
"603","CPSBP","VASALY",9,"Host","Aculops lycopersici (as Solanaceae)"
"604","CPSBP","PYDV00",9,"Host","Alphanucleorhabdovirus tuberosum (as Capsicum)"
"605","CPSBP","ANTHEU",9,"Host","Anthonomus eugenii (as Capsicum)"
"606","CPSBP","BEMITA",9,"Host","Bemisia tabaci (as Solanaceae)"
"607","CPSBP","EPILVI",9,"Host","Epilachna vigintioctomaculata (as Solanaceae)"
"608","CPSBP","ERWICH",9,"Host","Erwinia chrysanthemi (as Capsicum)"
"609","CPSBP","MELNCO",9,"Host","Melanotus communis (as Capsicum)"
"610","CPSBP","MELGCH",9,"Host","Meloidogyne chitwoodi (as Capsicum)"
"611","CPSBP","NACOBA",9,"Host","Nacobbus aberrans sensu lato"
"612","CPSBP","PCFVD0",9,"Host","Pepper chat fruit viroid (as Solanaceae)"
"613","CPSBP","PHTOOP",9,"Host","Phthorimaea operculella (as Solanaceae)"
"614","CPSBP","PRODOR",9,"Host","Spodoptera ornithogalli (as Capsicum)"
"615","CPSBP","ARGPLE",9,"Host","Thaumatotibia leucotreta (as Capsicum)"
"616","CPSBP","TOBRFV",9,"Host","Tomato brown rugose fruit virus (as Capsicum)"
"617","CPSBP","TCSV00",9,"Host","Tomato chlorotic spot virus (as Capsicum)"
"618","CPSBP","TYLCV0",9,"Host","Tomato yellow leaf curl virus (as Capsicum)"
"619","CPSBP","TZSV00",9,"Host","Tomato zonate spot virus (as Capsicum)"
"620","CPSBP","PYDV00",6,"Wild/Weed","Alphanucleorhabdovirus tuberosum (as Solanaceae)"
"621","CPSBP","PHOMAN",6,"Wild/Weed","Stagonosporopsis andigena (as Solanaceae)"
"622","CPSBP","TOMMV0",6,"Wild/Weed","Tomato mottle mosaic virus (as Capsicum)"
"623","CPSFB","AVBO00",10,"Experimental","Cheravirus arracaciae oca strain (as Solanaceae)"
"624","CPSFB","TSVP00",10,"Experimental","Tobacco streak ilarvirus potato strain (as Solanaceae)"
"625","CPSFB","VASALY",9,"Host","Aculops lycopersici (as Solanaceae)"
"626","CPSFB","PYDV00",9,"Host","Alphanucleorhabdovirus tuberosum (as Capsicum)"
"627","CPSFB","ANTHEU",9,"Host","Anthonomus eugenii (as Capsicum)"
"628","CPSFB","BEMITA",9,"Host","Bemisia tabaci (as Solanaceae)"
"629","CPSFB","EPILVI",9,"Host","Epilachna vigintioctomaculata (as Solanaceae)"
"630","CPSFB","ERWICH",9,"Host","Erwinia chrysanthemi (as Capsicum)"
"631","CPSFB","MELNCO",9,"Host","Melanotus communis (as Capsicum)"
"632","CPSFB","MELGCH",9,"Host","Meloidogyne chitwoodi (as Capsicum)"
"633","CPSFB","PCFVD0",9,"Host","Pepper chat fruit viroid (as Solanaceae)"
"634","CPSFB","PHTOOP",9,"Host","Phthorimaea operculella (as Solanaceae)"
"635","CPSFB","PRODOR",9,"Host","Spodoptera ornithogalli (as Capsicum)"
"636","CPSFB","ARGPLE",9,"Host","Thaumatotibia leucotreta (as Capsicum)"
"637","CPSFB","TOBRFV",9,"Host","Tomato brown rugose fruit virus (as Capsicum)"
"638","CPSFB","TCSV00",9,"Host","Tomato chlorotic spot virus (as Capsicum)"
"639","CPSFB","TYLCV0",9,"Host","Tomato yellow leaf curl virus (as Capsicum)"
"640","CPSFB","TZSV00",9,"Host","Tomato zonate spot virus (as Capsicum)"
"641","CPSFB","PYDV00",6,"Wild/Weed","Alphanucleorhabdovirus tuberosum (as Solanaceae)"
"642","CPSFB","PHOMAN",6,"Wild/Weed","Stagonosporopsis andigena (as Solanaceae)"
"643","CPSFB","TOMMV0",6,"Wild/Weed","Tomato mottle mosaic virus (as Capsicum)"
"644","CPSFC","AVBO00",10,"Experimental","Cheravirus arracaciae oca strain (as Solanaceae)"
"645","CPSFC","TSVP00",10,"Experimental","Tobacco streak ilarvirus potato strain (as Solanaceae)"
"646","CPSFC","VASALY",9,"Host","Aculops lycopersici (as Solanaceae)"
"647","CPSFC","PYDV00",9,"Host","Alphanucleorhabdovirus tuberosum (as Capsicum)"
"648","CPSFC","ANTHEU",9,"Host","Anthonomus eugenii (as Capsicum)"
"649","CPSFC","BEMITA",9,"Host","Bemisia tabaci (as Solanaceae)"
"650","CPSFC","EPILVI",9,"Host","Epilachna vigintioctomaculata (as Solanaceae)"
"651","CPSFC","ERWICH",9,"Host","Erwinia chrysanthemi (as Capsicum)"
"652","CPSFC","MELNCO",9,"Host","Melanotus communis (as Capsicum)"
"653","CPSFC","MELGCH",9,"Host","Meloidogyne chitwoodi (as Capsicum)"
"654","CPSFC","PCFVD0",9,"Host","Pepper chat fruit viroid (as Solanaceae)"
"655","CPSFC","PHTOOP",9,"Host","Phthorimaea operculella (as Solanaceae)"
"656","CPSFC","PRODOR",9,"Host","Spodoptera ornithogalli (as Capsicum)"
"657","CPSFC","ARGPLE",9,"Host","Thaumatotibia leucotreta (as Capsicum)"
"658","CPSFC","TOBRFV",9,"Host","Tomato brown rugose fruit virus (as Capsicum)"
"659","CPSFC","TCSV00",9,"Host","Tomato chlorotic spot virus (as Capsicum)"
"660","CPSFC","TYLCV0",9,"Host","Tomato yellow leaf curl virus (as Capsicum)"
"661","CPSFC","TZSV00",9,"Host","Tomato zonate spot virus (as Capsicum)"
